geo_code,geo_name,lad11cd,lad_name,all,bicycle,foot,car_driver,car_passenger,motorbike,train_tube,bus,taxi_other,govtarget_slc,govtarget_sic,govtarget_slw,govtarget_siw,govtarget_sld,govtarget_sid,govtarget_slp,govtarget_sip,govtarget_slm,govtarget_sim,govtarget_slpt,govtarget_sipt,govnearmkt_slc,govnearmkt_sic,govnearmkt_slw,govnearmkt_siw,govnearmkt_sld,govnearmkt_sid,govnearmkt_slp,govnearmkt_sip,govnearmkt_slm,govnearmkt_sim,govnearmkt_slpt,govnearmkt_sipt,gendereq_slc,gendereq_sic,gendereq_slw,gendereq_siw,gendereq_sld,gendereq_sid,gendereq_slp,gendereq_sip,gendereq_slm,gendereq_sim,gendereq_slpt,gendereq_sipt,dutch_slc,dutch_sic,dutch_slw,dutch_siw,dutch_sld,dutch_sid,dutch_slp,dutch_sip,dutch_slm,dutch_sim,dutch_slpt,dutch_sipt,ebike_slc,ebike_sic,ebike_slw,ebike_siw,ebike_sld,ebike_sid,ebike_slp,ebike_sip,ebike_slm,ebike_sim,ebike_slpt,ebike_sipt,base_slcyclehours,govtarget_sicyclehours,govnearmkt_sicyclehours,gendereq_sicyclehours,dutch_sicyclehours,ebike_sicyclehours,base_sldeath,base_slyll,base_slvalueyll,base_slsickdays,base_slvaluesick,base_slvaluecomb,govtarget_sideath,govtarget_siyll,govtarget_sivalueyll,govtarget_sisickdays,govtarget_sivaluesick,govtarget_sivaluecomb,govnearmkt_sideath,govnearmkt_siyll,govnearmkt_sivalueyll,govnearmkt_sisickdays,govnearmkt_sivaluesick,govnearmkt_sivaluecomb,gendereq_sideath,gendereq_siyll,gendereq_sivalueyll,gendereq_sisickdays,gendereq_sivaluesick,gendereq_sivaluecomb,dutch_sideath,dutch_siyll,dutch_sivalueyll,dutch_sisickdays,dutch_sivaluesick,dutch_sivaluecomb,ebike_sideath,ebike_siyll,ebike_sivalueyll,ebike_sisickdays,ebike_sivaluesick,ebike_sivaluecomb,base_slcarkm,base_slco2,govtarget_sicarkm,govtarget_sico2,govnearmkt_sicarkm,govnearmkt_sico2,gendereq_sicarkm,gendereq_sico2,dutch_sicarkm,dutch_sico2,ebike_sicarkm,ebike_sico2,perc_rf_dist_u10km,avslope_perc_u10km
E01011391,Leeds 087B,E08000035,Leeds,642,2,33,440,55,7,21,80,4,15.25,13.25,32.17,-0.83,431.29,-8.71,53.6,-1.4,6.87,-0.125,98.87,-2.13,12.73,10.73,32.37,-0.63,432.9,-7.1,53.9,-1.1,6.8,-0.2,99.32,-1.68,2.08,0.08,33,0,440,0,55,0,7,0,100.92,-0.08,79.66,77.66,26.28,-6.72,390.18,-49.82,46.68,-8.32,6.28,-0.718,89.25,-11.75,133.64,131.64,23.15,-9.85,354.36,-85.64,41.34,-13.66,5.79,-1.21,80.28,-20.72,423.76,1905.48,1731.79,9.37,9251.61,15199.16,-0.00179,-0.0473,2742.79,-3.68,487.02,3229.81,-0.00642,-0.16,9261.43,-24.95,3301.04,12562.48,-0.00519,-0.139,8037.86,-17.36,2296.29,10334.15,0,0,0,-0.19,25.3,25.3,-0.0308,-0.75,43751.12,-133.01,17594.34,61345.46,-0.0393,-0.97,56446.55,-193.52,25598.99,82045.53,-2578.72,-469.33,-18495.32,-3366.15,-16702.61,-3039.88,0,0,-91650.3,-16680.35,-176030.61,-32037.57,46.08,2.42
E01011313,Leeds 091A,E08000035,Leeds,729,17,106,334,66,6,18,168,14,39.84,22.84,101.6,-4.4,324.44,-9.56,64.06,-1.94,5.87,-0.134,179.69,-6.31,32.79,15.79,102.59,-3.41,327.65,-6.35,64.76,-1.24,5.91,-0.0894,181.67,-4.33,28.71,11.71,104.25,-1.75,329.08,-4.92,65.3,-0.696,6,0,182.02,-3.98,159.87,142.87,77.25,-28.75,274.26,-59.74,54.52,-11.48,5.05,-0.953,147.43,-38.57,222.9,205.9,68.48,-37.52,245.95,-88.05,48.35,-17.65,4.55,-1.45,129.57,-56.43,1592.15,1809.8,1428.66,756.55,9971.86,14089.47,-0.003,-0.103,5968.37,-15.57,2059.42,8027.79,-0.0035,-0.0986,5714.96,-24.46,3235.91,8950.88,-0.00253,-0.0783,4536.33,-13.95,1845.01,6381.35,-7.65e-4,-0.0225,1305.36,-16.27,2152.13,3457.49,-0.0192,-0.53,30859.85,-138.14,18273.63,49133.48,-0.0205,-0.57,33190.3,-155.07,20512.94,53703.23,-10099.31,-1838.07,-11331.6,-2062.35,-8667.46,-1577.48,-3531.29,-642.7,-63095.39,-11483.36,-107033.04,-19480.01,75.11,2.31
E01011392,Leeds 087C,E08000035,Leeds,629,6,25,453,55,2,20,65,3,17.49,11.49,24.41,-0.59,445.06,-7.94,53.77,-1.23,1.91,-0.0884,83.4,-1.6,19.3,13.3,24.61,-0.39,443.42,-9.58,53.59,-1.41,1.87,-0.133,83.26,-1.74,9.06,3.06,24.83,-0.17,451.32,-1.68,54.52,-0.476,2,0,84.4,-0.6,70,64,20.55,-4.45,410.79,-42.21,47.76,-7.24,1.41,-0.595,75.74,-9.26,118.78,112.78,18.11,-6.89,377.16,-75.84,42.91,-12.09,1.2,-0.799,68.31,-16.69,618.74,1765.9,2293.46,200.38,7878.25,13722.53,-0.00267,-0.0721,4178.08,-6.15,814.19,4992.28,-0.00633,-0.157,9092.99,-21.23,2807.78,11900.78,-0.00753,-0.2,11583.12,-22.34,2954.95,14538.07,-0.0012,-0.0266,1542.98,-4.81,636.12,2179.11,-0.0275,-0.68,39674.93,-106.66,14109.06,53783.99,-0.038,-0.94,54614.43,-165.66,21913.85,76528.27,-7722.18,-1405.44,-18450.08,-3357.91,-24735.97,-4501.95,-1545.99,-281.37,-82897.62,-15087.37,-169009.31,-30759.69,37.11,2.63
E01011128,Kirklees 017A,E08000034,Kirklees,768,12,132,421,66,6,57,58,16,24.25,12.25,129.49,-2.51,414.58,-6.42,64.77,-1.23,5.81,-0.189,113.67,-1.33,19.84,7.84,130.23,-1.77,417.07,-3.93,65.42,-0.58,5.78,-0.219,114,-1,15.51,3.51,130.88,-1.12,419.94,-1.06,65.36,-0.643,6,0,115,0,92.77,80.77,113.19,-18.81,378.85,-42.15,57.38,-8.62,5.29,-0.71,107.9,-7.1,166.34,154.34,97.71,-34.29,339.41,-81.59,50.24,-15.76,4.79,-1.21,98.67,-16.33,1862.04,1190.85,869.55,150.45,6004.21,11304.8,-0.00125,-0.0419,2431.14,-10.06,1330.37,3761.51,-0.00274,-0.0732,4243.06,-12.44,1644.97,5888.03,-0.00178,-0.0508,2944.13,-6.93,916.97,3861.1,-1.06e-4,-0.0039,226.3,-2.24,296.17,522.47,-0.015,-0.39,22697.13,-69.79,9231.74,31928.88,-0.021,-0.56,32196.96,-112,14815.06,47012.02,-11456.44,-2085.07,-8890.44,-1618.06,-6257.66,-1138.89,-561.25,-102.15,-46364.18,-8438.28,-103843.22,-18899.47,63.37,4.33
E01011129,Kirklees 018F,E08000034,Kirklees,630,6,51,453,47,3,14,42,14,17.01,11.01,49.83,-1.17,445.19,-7.81,46.14,-0.86,2.93,-0.0696,55.14,-0.86,13.2,7.2,50.29,-0.71,447.76,-5.24,46.37,-0.63,2.93,-0.0715,55.56,-0.44,10.49,4.49,50.46,-0.54,450.51,-2.49,47,0,3,0,54.71,-1.29,80.29,74.29,41.17,-9.83,401.47,-51.53,41.04,-5.96,2.54,-0.46,51.21,-4.79,138.92,132.92,35.76,-15.24,359.79,-93.21,35.84,-11.16,2.33,-0.667,46.38,-9.62,666.21,1169.91,903.51,636.31,6068.42,11008.77,-6.29e-4,-0.0191,1104.96,-5.49,726.85,1831.82,-0.00418,-0.113,6537.03,-15.52,2053.37,8590.4,-0.00276,-0.0797,4622.62,-8.7,1150.64,5773.26,-0.00112,-0.035,2028.24,-8.44,1116.27,3144.52,-0.0217,-0.58,33803.26,-92.33,12213.71,46016.97,-0.0313,-0.84,48915.62,-144.52,19116.78,68032.4,-6148.77,-1119.08,-11941.56,-2173.36,-9422.34,-1714.87,-4383.47,-797.79,-61629.61,-11216.59,-132501.17,-24115.21,64.44,3.67
E01010723,Bradford 009D,E08000032,Bradford,451,0,95,197,40,0,29,72,18,5.78,5.78,93.7,-1.3,194.71,-2.29,39.42,-0.58,0,0,99.6,-1.4,7.24,7.24,93.12,-1.88,194.6,-2.4,39.34,-0.66,0,0,98.95,-2.05,0,0,95,0,197,0,40,0,0,0,101,0,41,41,83.84,-11.16,181.65,-15.35,36.54,-3.46,0,0,91.44,-9.56,80.4,80.4,72.86,-22.14,166.29,-30.71,33.46,-6.54,0,0,82.95,-18.05,0,660.78,790.01,0,3153.23,5776.13,0,0,0,0,0,0,-0.00101,-0.0301,1743.67,-6.28,830.77,2574.44,-0.0011,-0.0328,1902.44,-5.57,736.97,2639.41,0,0,0,0,0,0,-0.00502,-0.15,8492.9,-34.39,4549.46,13042.35,-0.00683,-0.2,11583.97,-47.89,6334.82,17918.8,0,0,-4260.29,-775.37,-4734.13,-861.61,0,0,-19652.42,-3576.74,-44600.75,-8117.34,58.21,4.93
E01011823,Wakefield 021A,E08000036,Wakefield,670,8,46,505,56,8,5,38,4,22.79,14.79,44.45,-1.55,494.41,-10.59,54.49,-1.51,7.78,-0.217,42.18,-0.82,17.28,9.28,44.96,-1.04,498.47,-6.53,54.99,-1.01,7.73,-0.274,42.61,-0.39,19.41,11.41,45.55,-0.45,495.04,-9.96,55.42,-0.575,8,0,42.58,-0.42,98.94,90.94,34.64,-11.36,441.74,-63.26,46.35,-9.65,6.53,-1.47,38.44,-4.56,156.05,148.05,30.99,-15.01,398.52,-106.48,41.02,-14.98,5.67,-2.33,34.88,-8.12,376.79,1548.03,1046.02,773.86,8026.62,13192.8,-4.72e-4,-0.0172,996.03,-3.23,426.79,1422.82,-0.0059,-0.149,8663.72,-22.01,2911.94,11575.66,-0.00321,-0.0884,5124.02,-10.86,1436.41,6560.43,-0.0018600000000000001,-0.0514,2981.89,-21.29,2816.94,5798.83,-0.0313,-0.79,45511.71,-124.57,16478.82,61990.54,-0.041,-1.03,59972.64,-176.07,23291.35,83263.99,-6773.47,-1232.77,-16151.42,-2939.56,-10630.11,-1934.68,-8663.59,-1576.77,-83071.41,-15119,-163219.78,-29706,63.06,2.74
E01010634,Bradford 047B,E08000032,Bradford,699,6,57,504,51,3,13,59,6,17.07,11.07,55.82,-1.18,496.23,-7.77,50.19,-0.81,2.96,-0.0399,70.86,-1.14,13.2,7.2,56.32,-0.68,499,-5,50.42,-0.58,2.95,-0.0452,71.15,-0.85,9.69,3.69,57,0,501.88,-2.12,49.77,-1.23,3,0,71.71,-0.29,83.1,77.1,46.58,-10.42,451.78,-52.22,45.28,-5.72,2.73,-0.27,64.46,-7.54,152.27,146.27,41.09,-15.91,401.73,-102.27,39.72,-11.28,2.53,-0.473,57.44,-14.56,1436.79,1165.52,878.58,501.37,6643.41,12130.3,-0.00474,-0.126,7307,-10.84,1433.56,8740.56,-0.00428,-0.111,6432.48,-18.71,2474.43,8906.91,-0.0026,-0.069,4000.66,-10.35,1368.85,5369.51,-6.71e-4,-0.0199,1155.41,-8.95,1183.45,2338.86,-0.0249,-0.65,37485.78,-117.75,15576,53061.78,-0.0363,-0.94,54449.56,-183.8,24314.02,78763.58,-6761.52,-1230.6,-11723.31,-2133.64,-8629.38,-1570.55,-2316.53,-421.61,-67996.67,-12375.39,-147752.25,-26890.91,73.21,3.73
E01010728,Bradford 007C,E08000032,Bradford,578,1,99,330,40,0,51,40,17,8.99,7.99,97.37,-1.63,325.53,-4.47,39.35,-0.65,0,0,89.94,-1.06,9.33,8.33,97.22,-1.78,325.48,-4.52,39.38,-0.62,0,0,89.67,-1.33,1,0,99,0,330,0,40,0,0,0,91,0,56.79,55.79,84.66,-14.34,299.53,-30.47,36.06,-3.94,0,0,85.2,-5.8,106.23,105.23,72.59,-26.41,273.11,-56.89,32.7,-7.3,0,0,79.12,-11.88,445.34,966.46,1090.86,0,4406.09,8255.39,-4.89e-4,-0.0164,950.99,-1.75,232.06,1183.06,-0.00215,-0.0541,3134.66,-8.89,1176.64,4311.3,-0.002,-0.0555,3216.27,-8.07,1067.57,4283.84,0,0,0,0,0,0,-0.00999,-0.25,14394.84,-46.59,6162.98,20557.82,-0.013,-0.33,19336.54,-68.18,9019.09,28355.63,0,0,-7751.79,-1410.82,-8383.86,-1525.86,0,0,-36449.72,-6633.85,-80656.86,-14679.55,52.22,4.3
E01011069,Kirklees 003D,E08000034,Kirklees,638,7,42,505,34,1,7,39,3,19.15,12.15,40.62,-1.38,495.91,-9.09,33.28,-0.72,0.99,-0.00579,45.09,-0.91,16.03,9.03,41.02,-0.98,498.09,-6.91,33.48,-0.52,1,-0.00392,45.42,-0.58,13.08,6.08,42,0,500.92,-4.08,33.67,-0.333,1,0,44.33,-1.67,80.92,73.92,31.98,-10.02,451.5,-53.5,29.44,-4.56,0.98,-0.0169,40.54,-5.46,133.89,126.89,28.72,-13.28,409.89,-95.11,26,-8,0.94,-0.0598,36.17,-9.83,549.08,1386.06,1129.3,435.99,7133.99,12480.55,-0.00107,-0.0362,2099.09,-7.49,990.95,3090.04,-0.00583,-0.151,8769.69,-19.3,2553.43,11323.12,-0.00386,-0.11,6378.71,-11.77,1557,7935.71,-0.00168,-0.048,2784.64,-11.81,1562.5,4347.14,-0.0299,-0.77,44657.24,-107.05,14160.2,58817.44,-0.0418,-1.09,63157.16,-166.69,22050.32,85207.48,-6064.19,-1103.68,-15352.79,-2794.21,-12772.34,-2324.57,-4376.85,-796.59,-79778.2,-14519.63,-165506.3,-30122.15,58.06,2.87
E01010669,Bradford 030A,E08000032,Bradford,595,2,46,410,49,3,18,54,13,11.52,9.52,44.98,-1.02,403.82,-6.18,48.08,-0.92,2.96,-0.0445,70.87,-1.13,6.62,4.62,45.49,-0.51,406.96,-3.04,48.73,-0.27,2.99,-0.00852,71.29,-0.71,3.5,1.5,46,0,409.17,-0.83,49,0,3,0,71.83,-0.17,67.92,65.92,37.39,-8.61,368.56,-41.44,42.33,-6.67,2.86,-0.143,64.52,-7.48,126.04,124.04,32.26,-13.74,329.83,-80.17,36.88,-12.12,2.57,-0.431,57.37,-14.63,275.11,1089.32,609.77,158.18,6107.19,11121.36,-0.0015,-0.0399,2313.12,-4.55,601.56,2914.68,-0.00323,-0.0831,4816.55,-14.59,1929.99,6746.54,-0.00135,-0.0372,2157.1,-6.02,795.96,2953.07,-2.43e-4,-0.00754,437.25,-3.94,520.98,958.23,-0.0181,-0.47,27430.98,-91.66,12125.08,39556.06,-0.0273,-0.7,40482.94,-143.11,18931.01,59413.95,-2912.46,-530.07,-10431.73,-1898.57,-5843.11,-1063.45,-1137.4,-207.01,-58120.3,-10577.9,-127960.63,-23288.83,70.15,3.71
E01011306,Leeds 089E,E08000035,Leeds,670,11,27,492,48,7,28,56,1,21.96,10.96,26.26,-0.74,484.36,-7.64,46.97,-1.03,6.93,-0.0682,82.53,-1.47,26.69,15.69,25.97,-1.03,481.23,-10.77,46.6,-1.4,6.88,-0.117,81.65,-2.35,16.86,5.86,27,0,487.23,-4.77,47.82,-0.182,7,0,83.27,-0.73,66.24,55.24,21.56,-5.44,455.77,-36.23,42,-6,6.8,-0.197,76.63,-7.37,110.84,99.84,19.46,-7.54,423.37,-68.63,38.48,-9.52,6.4,-0.602,70.53,-13.47,2259.04,1748.02,2876.79,1092.47,6647.9,12728.38,-0.0063,-0.182,10549.43,-20.84,2757.05,13306.48,-0.00525,-0.139,8045.96,-20.21,2673.03,10718.98,-0.00813,-0.225,13026.68,-26.09,3451.07,16477.75,-0.00424,-0.102,5923,-16.28,2153.1,8076.1,-0.0204,-0.53,30724.18,-89.42,11828.91,42553.09,-0.0305,-0.8,46659.36,-151.35,20021.42,66680.77,-24566.54,-4471.11,-18202.19,-3312.8,-29819.09,-5427.07,-11245.2,-2046.63,-69512.3,-12651.24,-157419.09,-28650.28,29.12,2.42
E01011930,Wakefield 036B,E08000036,Wakefield,842,7,35,674,56,4,19,43,4,23.88,16.88,34.15,-0.85,661.07,-12.93,54.44,-1.56,3.83,-0.174,60.72,-1.28,17.35,10.35,34.5,-0.5,665.88,-8.12,55.27,-0.73,3.71,-0.292,61.3,-0.7,16.48,9.48,32.47,-2.53,669.12,-4.88,54.27,-1.73,4,0,62,0,104.74,97.74,29.13,-5.87,600.62,-73.38,46.29,-9.71,2.87,-1.13,54.93,-7.07,167.41,160.41,25.57,-9.43,551.43,-122.57,41.41,-14.59,2.44,-1.56,50.62,-11.38,1416.38,2184.64,1498.87,744.25,10263.97,16491.7,-0.00528,-0.136,7871.35,-8.17,1080.69,8952.04,-0.00774,-0.2,11590.83,-30.36,4015.69,15606.51,-0.00447,-0.126,7282.71,-15.5,2050.6,9333.31,-0.00135,-0.0372,2153.71,-6.68,884.25,3037.96,-0.0374,-0.96,55702.38,-162.19,21454.66,77157.04,-0.0464,-1.2,69712.91,-210.61,27860.09,97572.99,-13078.02,-2380.2,-24186.58,-4401.96,-16906.23,-3076.93,-6472.65,-1178.02,-114206.43,-20785.57,-217552.38,-39594.53,52.01,2.52
E01011725,Leeds 078A,E08000035,Leeds,559,12,71,233,49,3,8,171,12,23.31,11.31,69.52,-1.48,228.65,-4.35,47.96,-1.04,2.93,-0.0685,174.85,-4.15,20.79,8.79,69.88,-1.12,229.35,-3.65,48.2,-0.8,2.94,-0.0557,175.93,-3.07,20.01,8.01,69.6,-1.4,232.35,-0.65,48.67,-0.333,3,0,173.38,-5.62,86.45,74.45,58.96,-12.04,205.53,-27.47,42.38,-6.62,2.57,-0.434,152.76,-26.24,146.42,134.42,50,-21,182.03,-50.97,36.94,-12.06,2.27,-0.725,132.18,-46.82,1400.36,1066.72,929.14,607.47,5885.21,9697.05,-0.00341,-0.106,6172.37,-15.14,2002.56,8174.93,-0.00301,-0.0765,4435.52,-16.48,2179.42,6614.94,-0.00225,-0.0654,3788.49,-10.56,1396.57,5185.06,-0.00135,-0.0381,2206.72,-14.42,1907.25,4113.98,-0.0165,-0.41,23696.23,-94.74,12532.88,36229.11,-0.0213,-0.53,30454,-129.13,17081.62,47535.61,-7379.32,-1343.04,-6518.61,-1186.39,-5917.92,-1077.06,-904.16,-164.56,-34901.79,-6352.13,-70566.84,-12843.16,82.21,3.45
E01011724,Leeds 041D,E08000035,Leeds,770,14,95,398,54,3,20,176,10,34.16,20.16,91.37,-3.63,388.33,-9.67,52.37,-1.63,2.92,-0.0811,191.15,-4.85,25.89,11.89,93.08,-1.92,392.31,-5.69,53.1,-0.9,2.93,-0.0734,192.76,-3.24,23.55,9.55,94.39,-0.61,393.98,-4.02,53.03,-0.97,3,0,192.05,-3.95,134.25,120.25,69.25,-25.75,343.21,-54.79,44.23,-9.77,2.5,-0.501,168.64,-27.36,199.29,185.29,61.56,-33.44,310.41,-87.59,38.99,-15.01,2.29,-0.714,150.25,-45.75,1570.32,2072.41,1449.29,848.68,10297.83,16003.12,-0.00153,-0.0582,3373.95,-12.89,1705.32,5079.27,-0.00483,-0.132,7679.5,-26.83,3549.45,11228.95,-0.00338,-0.0975,5649.67,-13.59,1797.42,7447.09,-0.0026,-0.0648,3758.38,-17.73,2344.9,6103.28,-0.0223,-0.61,35612.31,-140.91,18639.4,54251.7,-0.0276,-0.75,43607.05,-179.91,23798.43,67405.48,-11817.82,-2150.84,-15820.14,-2879.26,-10550.51,-1920.19,-6405.28,-1165.76,-77514.76,-14107.69,-144411.19,-26282.84,68.64,2.29
E01011800,Wakefield 029F,E08000036,Wakefield,778,7,54,590,49,5,17,53,3,21.35,14.35,53.11,-0.89,579.3,-10.7,47.87,-1.13,4.87,-0.127,68.55,-1.45,17.29,10.29,53.43,-0.57,582.03,-7.97,48.33,-0.67,4.89,-0.105,69.07,-0.93,11.81,4.81,53.5,-0.5,586.14,-3.86,48.73,-0.273,5,0,69.91,-0.09,90.87,83.87,46.45,-7.55,529.67,-60.33,42.21,-6.79,4.28,-0.722,61.77,-8.23,154.68,147.68,39.87,-14.13,482.82,-107.18,37.83,-11.17,3.84,-1.16,56.41,-13.59,769.57,1877.6,1505.41,339.41,8746.67,14909.8,-9.6e-4,-0.035,2030.9,-8.44,1115.95,3146.84,-0.00593,-0.155,8959.59,-25.13,3324.34,12283.93,-0.0038,-0.11,6383.76,-14.81,1959.71,8343.47,-5.67e-4,-0.0172,999.06,-9.13,1208.28,2207.34,-0.0276,-0.72,41613.49,-130.21,17223.82,58837.31,-0.037,-0.96,55672.98,-182.39,24127.4,79800.38,-8911.12,-1621.82,-20533.58,-3737.11,-16416.1,-2987.73,-3931.18,-715.47,-97176.63,-17686.15,-195674.02,-35612.67,54.85,2.99
E01011265,Leeds 009A,E08000035,Leeds,765,12,84,437,30,4,168,25,5,23.74,11.74,81.2,-2.8,430.73,-6.27,29.42,-0.58,3.9,-0.0999,191.08,-1.92,20.31,8.31,82.52,-1.48,432.68,-4.32,29.58,-0.42,3.95,-0.0543,190.99,-2.01,22.57,10.57,79.33,-4.67,431.95,-5.05,30,0,4,0,192.15,-0.85,83.37,71.37,61.61,-22.39,401.09,-35.91,26.14,-3.86,3.27,-0.732,185.03,-7.97,132.87,120.87,56.2,-27.8,371.61,-65.39,23.71,-6.29,3.01,-0.987,173.44,-19.56,1619.69,1400.34,1300.6,734.67,5621.28,11725.03,-0.00391,-0.119,6896.76,-13.27,1755.8,8652.56,-0.00356,-0.0959,5556.74,-14.73,1948.93,7505.66,-0.00297,-0.088,5101.92,-10.03,1327.22,6429.14,-5.14e-4,-0.0187,1082.07,-10.21,1351.15,2433.22,-0.0157,-0.4,23118.68,-68.35,9041.71,32160.39,-0.0266,-0.69,40052.71,-131.7,17421.52,57474.23,-12950.94,-2357.07,-11467.08,-2087.01,-9719.4,-1768.93,-5522.6,-1005.11,-49725.13,-9049.97,-118853.23,-21631.29,38.65,2.73
E01011764,Wakefield 004E,E08000036,Wakefield,619,21,93,358,59,8,10,54,16,41.07,20.07,88.73,-4.27,347.37,-10.63,56.5,-2.5,7.79,-0.211,62.18,-1.82,47.13,26.13,87.53,-5.47,344.67,-13.33,55.77,-3.23,7.7,-0.297,61.27,-2.73,32.41,11.41,89.82,-3.17,354.24,-3.76,57.06,-1.94,8,0,62.22,-1.78,135.11,114.11,64.71,-28.29,299.91,-58.09,45.3,-13.7,7.03,-0.974,54.09,-9.91,175.38,154.38,58.85,-34.15,276.14,-81.86,40.96,-18.04,6.48,-1.52,49.66,-14.34,1820.61,1599.9,2161.17,528.68,7095.44,10545.68,-0.00711,-0.185,10735.47,-17.78,2352.09,13087.56,-0.00444,-0.116,6727.68,-17.94,2372.73,9100.41,-0.00641,-0.168,9749.57,-21.21,2805.37,12554.94,-5.35e-4,-0.0192,1112.71,-8.7,1151.09,2263.8,-0.0188,-0.49,28113.06,-81.96,10842.37,38955.43,-0.0215,-0.56,32315.74,-99.15,13115.82,45431.56,-16083.44,-2927.18,-14628.6,-2662.41,-18525.45,-3371.63,-3494.4,-635.98,-64762.6,-11786.79,-114100.48,-20766.28,57.64,1.73
E01010756,Bradford 058D,E08000032,Bradford,755,4,41,564,46,2,12,79,7,13.2,9.2,40.21,-0.79,557.46,-6.54,45.28,-0.72,1.95,-0.0452,90.01,-0.99,10.37,6.37,40.74,-0.26,559.49,-4.51,45.53,-0.47,1.87,-0.127,90.09,-0.91,8,4,40,-1,561.5,-2.5,45.75,-0.25,2,0,90.75,-0.25,66.38,62.38,34.08,-6.92,521.11,-42.89,41.13,-4.87,1.66,-0.338,84.54,-6.46,136.33,132.33,29.71,-11.29,469.9,-94.1,36.37,-9.63,1.38,-0.617,76.04,-14.96,957.81,1183.37,994.18,736.06,6497.71,13201.81,-0.00113,-0.039,2259.99,-6.31,835.04,3095.04,-0.0041,-0.108,6286.17,-16.73,2213.7,8499.87,-0.00265,-0.0745,4318.12,-10.29,1360.8,5678.92,-0.00146,-0.0416,2411.55,-8.54,1129.32,3540.88,-0.0229,-0.61,35262.66,-103.76,13725.56,48988.22,-0.0383,-1.01,58771.34,-197.82,26168.63,84939.97,-7221.19,-1314.26,-12135.72,-2208.7,-9913.6,-1804.28,-5452.8,-992.41,-67436.33,-12273.41,-165977.41,-30207.89,72.01,4.12
E01011113,Kirklees 054B,E08000034,Kirklees,776,8,72,601,50,6,4,34,1,15.93,7.93,70.48,-1.52,595.65,-5.35,49.39,-0.61,5.95,-0.0519,37.6,-0.4,16.23,8.23,71,-1,594.9,-6.1,49.42,-0.58,5.89,-0.106,37.56,-0.44,17.8,9.8,71,-1,593.27,-7.73,48.93,-1.07,6,0,38,0,55.77,47.77,59.01,-12.99,572.29,-28.71,46.42,-3.58,5.75,-0.253,35.77,-2.23,107.36,99.36,51.6,-20.4,535.38,-65.62,42.34,-7.66,5.35,-0.651,32.97,-5.03,1020.03,1121.33,1347.87,1068.41,4391.01,10505.7,-0.00426,-0.124,7162.08,-11.74,1553.4,8715.48,-0.00389,-0.104,6015.88,-10.9,1441.75,7457.63,-0.00421,-0.118,6834.36,-10.62,1404.98,8239.34,-0.00381,-0.107,6227.26,-19.37,2562.96,8790.22,-0.0152,-0.4,23416.02,-48.02,6352.53,29768.55,-0.0312,-0.83,48031.28,-111,14682.88,62714.16,-11635.5,-2117.66,-12060.32,-2194.98,-14799.23,-2693.46,-11814.31,-2150.2,-46457.5,-8455.26,-136151.34,-24779.54,32.96,3.86
E01010651,Bradford 032B,E08000032,Bradford,734,5,59,522,48,5,23,68,4,19.82,14.82,57.29,-1.71,511.92,-10.08,46.85,-1.15,4.9,-0.103,89.32,-1.68,14.54,9.54,58.02,-0.98,515.48,-6.52,47.51,-0.49,4.86,-0.14,89.65,-1.35,7.92,2.92,59,0,520.17,-1.83,47.67,-0.333,5,0,90.25,-0.75,108.95,103.95,45.8,-13.2,452.27,-69.73,39.7,-8.3,4.25,-0.75,79.98,-11.02,182.92,177.92,40.06,-18.94,400.24,-121.76,34.17,-13.83,3.63,-1.37,70.43,-20.57,1034.92,1378.05,1117.88,357.77,7934.26,13305.72,-0.00142,-0.0451,2613.06,-6.31,835.28,3448.34,-0.0051,-0.133,7726.69,-21.53,2848.27,10574.96,-0.00314,-0.087,5043.48,-12.98,1716.63,6760.12,-0.00137,-0.038,2204.29,-6.61,874.31,3078.6,-0.0307,-0.8,46221.76,-137.66,18210.18,64431.94,-0.0423,-1.09,63383.68,-196.14,25945.85,89329.53,-6448.41,-1173.61,-13556.35,-2467.26,-10917.03,-1986.9,-2415.34,-439.59,-79665.45,-14499.11,-158556.42,-28857.27,72.49,3.48
E01011056,Kirklees 001C,E08000034,Kirklees,757,6,39,596,49,3,4,55,5,21.48,15.48,37.89,-1.11,584.12,-11.88,47.77,-1.23,2.95,-0.0481,57.87,-1.13,18.36,12.36,38.12,-0.88,586.32,-9.68,48.21,-0.79,2.88,-0.119,58.15,-0.85,9,3,39,0,593.67,-2.33,49,0,3,0,58.67,-0.33,103.28,97.28,29.98,-9.02,523.41,-72.59,40.75,-8.25,2.69,-0.315,52.34,-6.66,170.69,164.69,26.75,-12.25,470.5,-125.5,35.64,-13.36,2.41,-0.59,46.92,-12.08,477.34,1823.95,1614.48,254.5,9735.46,16027.61,-0.00164,-0.0481,2790.65,-5.49,726.49,3517.14,-0.00756,-0.198,11461.31,-27.46,3632.68,15093.99,-0.00568,-0.159,9237.07,-18.46,2442.31,11679.37,-8.83e-4,-0.0255,1480.36,-6.66,881.61,2361.97,-0.0407,-1.06,61348.89,-157.33,20812.2,82161.09,-0.0526,-1.37,79600.28,-225.18,29787.63,109387.91,-7051.11,-1283.3,-20300.64,-3694.72,-18142.78,-3301.99,-2565.44,-466.91,-110020.26,-20023.69,-213573.69,-38870.41,61.21,2.74
